Style,Standard
Append Mode,1
Fill Mode,0
Capacity,30000
Count,11043
Base Time Seconds,1709737606
Base Time Fractional,.195648980
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.00489273481071,Volt DC,100,4.5,F,T,F,F,F,F,Front,F,Digitizer,-0.0000278757889,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195648980
2,-0.003038305789232,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000657521014,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195649980
3,-0.002111090812832,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000089376326,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195650980
4,-0.003038305789232,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000089376326,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195651980
5,-0.00489273481071,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000468139442,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195652980
6,-0.003038305789232,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.0000478768343,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195653980
7,-0.003965520299971,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000089376326,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195654980
8,-0.003038305789232,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.0000289386808,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195655980
9,-0.003965520299971,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000089376326,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195656980
10,-0.003965520299971,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000089376326,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195657980
11,-0.003038305789232,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.0000100005236,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195658980
12,-0.002111090812832,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000278757889,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195659980
13,-0.003965520299971,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000278757889,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195660980
14,-0.002111090812832,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000278757889,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195661980
15,-0.00581994978711,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000089376326,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195662980
16,-0.003965520299971,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.0000100005236,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195663980
17,-0.003038305789232,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,-0.0000089376326,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195664980
18,-0.0002566614421085,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.0000289386808,Amp DC,1,F,4W,F,F,03/06/2024,15:06:46,.195665980
