Style,Standard,,,,,,,,,,,,,,,,,,,,,,,
Append Mode,1,,,,,,,,,,,,,,,,,,,,,,,
Fill Mode,0,,,,,,,,,,,,,,,,,,,,,,,
Capacity,30000,,,,,,,,,,,,,,,,,,,,,,,
Count,11260,,,,,,,,,,,,,,,,,,,,,,,
Base Time Seconds,1709740595,,,,,,,,,,,,,,,,,,,,,,,
Base Time Fractional,0.438305,,,,,,,,,,,,,,,,,,,,,,,
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds,
3592,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441896,37.9085541
3593,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441897,-37.9085541
3594,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441898,0
3595,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441899,37.9085541
3596,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.4419,-56.8032265
3597,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441901,-37.9085541
3598,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441902,-56.8032264
3599,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441903,56.8032264
3600,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441904,37.9085541
3601,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441905,-18.954277
3602,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441906,-94.6521759
3603,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729810297,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441907,208.2586288
3604,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.730018556,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441908,-113.6064529
3605,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441909,56.8032264
3606,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44191,-94.7117805
3607,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441911,37.9085541
3608,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441912,-56.8032265
3609,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729848146,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441913,18.8946724
3610,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441914,75.7575035
3611,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441915,37.9085541
3612,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441916,-56.8032265
3613,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441917,18.8946724
3614,28.97560883,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441918,-37.8489494
3615,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441919,-18.9542771
3616,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44192,37.9085541
3617,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441921,0
3618,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441922,37.8489494
3619,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441923,-18.954277
3620,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441924,-18.8946724
3621,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441925,-37.9085541
3622,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441926,18.9542771
3623,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441927,0
3624,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441928,0
3625,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441929,-18.9542771
3626,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44193,-18.954277
3627,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441931,-37.8489494
3628,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441932,132.5607299
3629,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441933,-113.6064529
3630,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729848146,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441934,56.8032265
3631,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441935,18.954277
3632,28.96912003,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441936,37.8489494
3633,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441937,-37.8489494
3634,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441938,18.8946724
3635,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441939,-18.8946724
3636,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44194,75.7575035
3637,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441941,18.8946724
3638,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.730018556,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441942,-37.8489494
3639,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441943,-37.9085541
3640,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441944,18.954277
3641,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441945,37.9085541
3642,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441946,-56.8628311
3643,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441947,-18.8946724
3644,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441948,37.8489494
3645,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441949,-56.8032264
3646,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44195,0
3647,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441951,-18.9542771
3648,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441952,37.9085541
3649,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441953,18.8946724
3650,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441954,-75.7575035
3651,28.96819115,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441955,-75.6382942
3652,28.96819115,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729791403,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441956,56.7436218
3653,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729848146,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441957,132.56073
3654,28.96819115,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441958,-113.6660576
3655,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441959,75.7575035
3656,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44196,-56.8032265
3657,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441961,-18.954277
3658,28.96912003,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441962,18.954277
3659,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441963,-56.8032264
3660,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441964,0
3661,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441965,37.8489494
3662,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441966,0
3663,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441967,18.954277
3664,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441968,-37.8489494
3665,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729848146,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441969,-18.954277
3666,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44197,18.954277
3667,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729848146,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441971,56.8032265
3668,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441972,0
3669,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441973,37.8489494
3670,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441974,18.954277
3671,28.96912003,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441975,-56.8032264
3672,28.96819115,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441976,0
3673,28.96819115,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441977,0
3674,28.96912003,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441978,56.8032264
3675,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441979,-56.8032264
3676,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44198,-94.6521759
3677,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729810297,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441981,94.6521759
3678,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441982,18.954277
3679,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441983,0
3680,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441984,56.8032265
3681,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441985,0
3682,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441986,75.7575035
3683,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.730056465,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441987,-18.954277
3684,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.73003751,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441988,-56.8032265
3685,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441989,37.8489494
3686,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.730018556,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44199,-37.8489494
3687,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441991,0
3688,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441992,18.954277
3689,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441993,-18.954277
3690,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441994,18.954277
3691,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441995,0
3692,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441996,-37.9085541
3693,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441997,37.9085541
3694,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441998,-18.954277
3695,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.441999,0
3696,28.96912003,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442,-18.9542771
3697,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442001,-37.8489494
3698,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442002,56.8032265
3699,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442003,-18.9542771
3700,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442004,-18.954277
3701,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442005,-170.3500748
3702,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729772449,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442006,227.2129059
3703,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442007,0
3704,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729999661,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442008,-56.8628311
3705,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442009,-56.8032265
3706,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44201,56.8032265
3707,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442011,-37.8489494
3708,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442012,-18.9542771
3709,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442013,18.9542771
3710,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442014,18.954277
3711,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442015,-94.7117805
3712,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442016,75.7575035
3713,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442017,-18.9542771
3714,28.970047,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442018,-37.8489494
3715,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729848146,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442019,0
3716,28.97375488,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729848146,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44202,18.8946724
3717,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442021,-37.8489494
3718,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442022,0
3719,28.96819115,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442023,37.8489494
3720,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442024,-56.7436218
3721,28.96912003,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729810297,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442025,18.8946724
3722,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729829192,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442026,56.8032264
3723,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442027,0
3724,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442028,-18.954277
3725,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442029,37.9085541
3726,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44203,-208.2586289
3727,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729696691,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442031,227.2129059
3728,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442032,-113.6064529
3729,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729810297,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442033,56.7436218
3730,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729867041,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442034,18.954277
3731,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729885995,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442035,18.9542771
3732,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442036,18.954277
3733,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442037,18.8946724
3734,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729942799,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442038,18.954277
3735,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442039,0
3736,28.972826,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.44204,18.9542771
3737,28.97468185,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729980707,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442041,-18.9542771
3738,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729961753,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442042,-37.8489494
3739,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442043,0
3740,28.97190094,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.729923904,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442044,-18.954277
3741,28.97097397,Volt DC,100,4.5,F,F,F,F,F,F,Front,F,Digitizer,0.72990495,Amp DC,1,T,4W,F,F,3/6/2024,15:56:35,0.442045,37.8489494
